text;label
Ando na faculdade e para ajudar nas propinas faço isto.;0
Isto não é normal. O mundo está doido, as pessoas estão loucas. Não me reconheço a viver numa sociedade como esta. Por isso me isolo cada vez mais.;0
O excesso de Photoshop na cara é estrondoso;1
Serei eu fascista por apoiar André Ventura na defesa da castração química ou prisão perpétua para este género de pessoas? Para onde caminha esta sociedade...;0
Tanto querem fazer para dar nas vistas que ficam parecem espantalhos;1
Grande camelo mesmo, desumano!!;1
Pena máxima pra esse gajo já....;0
Também compete a vos, figuras públicas, lutar contra este estado de coisas, aqueles que são sérios!!!;0
Percebo a tua indignação, mas pensa, se isto não for mostrado, muitas destas bestas vão continuar a faze-lo sem serem julgados...sim por isto é um caso de polícia. Estes anormais;0
Catia quando Vergonha e desilusdo de a ter acompanhado sempre...Amor a casa méel!! Amor pelo dinheiro, isso sim...Que ganancia desmedida...estou de boca aberta desde ontem...nunca pensei...desilusao total...;1
Sentido era amarrar esse filho da puta a traseira de um carro e arrasta lo até ele não gritar mais. Fácil o próximo iria pensar duas vezes;1
Mete gelo na GRETA.;1
Já política do facebook ou meta permite publicações de coisas violentas ou que incintem violência como armas, imagens de guerra etc. Mas nudez natural ou artística já é problemático. Os seios de um homem pode ser, mas de uma mulher já não. E animais ou insectos nus ou até apanhados no acto também se pode... e não é obcesno??;0
Grandessimo cabrao;1
Tudo em demasia faz mal ou enjoa. Um meio termo seria o ideal.;1
Subscrevo. Que falta de valores neste mundo!;0
Ordenado de 1000 € a esta mulher é muito, ha quem ganhe muito menos de 1000 € e seja muito mais ético e profissional que esta ordinaria CF. só O RISO DELA é IRRITANTE.;1
Mostrou o que vale como ser humano....ZERO III! Sem palavra,ndo respeita contratos, hipócrita e vai ganhar milhdes a custa do povinho. Cá se fazem e cá se pagam ! Como mulher de honra e palavra VALE ZERO;1
Se fosses gritar para uma ilha deserta os nossos ouvidos agradeciam.;1
Espero que pelo menos uma vez, a justiça portuguesa tenha mão pesada neste processo.;0
O Facebook só apaga vídeos e comentários de malta que diz mal das vacinas covid;0
Palhaços voltem para a Bulgária.;1
Como não foi feita uma política de extermínio até meados do século XIX ou XX, temos de lidar com isso .. Ou quando fizeram, os heróis dos EUA, UK e URSS boicotaram a limpeza.Esse povo nunca terá remédio.;1
MUITO GRANDES E GROSSAS!!! TIRE AS PESTANAS OU COLOQUE MAIS PEQUENAS E DISFARGADAS!!! GRITE MENOS!!!;1
Não posso estar mais de acordo,..;0
Sem palavras para tal acontecimento, sinceramente.;0
Mandas ai rego para meter champanhe para lamber;1
De baixo nível como sempre foi pirosa.;1
Esse gajo devia ser castrado.;1
Ver se tenho mais tempo para beber umas contigo.;0
Todas as cobras passam pela mudança de pele de tempos a tempos.;1
É matar este monstro;1
Mulher vulgar, futil, rancorosa e vingativa ( pelo menos é© que passa para fora e isso € o que importa ) incapaz de cultivar a boa camaradagem entre  colegas, a nao que isso lhe interesse....enfim, a Unica coisa que cresceu foi a sua conta bancaria, pois a maturidade, essa nunca teve nem tera...;1
Não podemos ser extremistas, porque há boas pessoas em todos os cantos do mundo, todavia, faz-me confusão porque razão não vão para outros países muçulmanos? ;0
Hoje em dia, confunde-se, autoridade e justiça com extremismo, com ditadura e sei lá mais o quê!!!;0
A barraca de desporto estava a dar bebidas.;0
Ninguém conhece o Cabrao?;1
Este gajo é um bandido.;1
Mas ainda há outra pergunta: sendo que já não é a primeira vez que a mulher leva na boca, inclusive há queixas na polícia, porque é que volta sempre pra casa?;0
A sua idade não perdoa. ( cresceu mais que o fato de banho). e por favor nao grite tanto no seu programa das manhas da SIC.;1
Que tristeza ver mais uma pessoa que nao tem palavra, nem sabe o que isso é;1
Prostituição sem filtros;1
Porque não se fotografa normalmente? Esse complexo de preterida faz com que se sinta bela boa e sexy.? Como dizem os brasileiros, Oferecida.;1
Infelizmente, um pai ou familiar, vê-se obrigado a arruinar a sua vida cometendo um crime que nada fez por querer. Digo isto porque, eu sendo pai, se a minha filha passasse por isto, eu iria preso até seria morto, mas não antes de acabar com a vida deste animal.;1
Cristina saloia populista quando ficares mais velha tudo isso vai cair e vais ficar mais feia do que quando te quitaste toda.;1
Século XXI, já nada faz sentido!;0
Eleger uma maçã podre para combater outras maçãs podres é de deficiência mental tão grave como aquele violador miserável. Só idiotas é que acreditam em santinhos no poder.;1
Mas o amor é cego e ela vai perdoar e ainda dizer que a culpa é sua.;0
Troca Casacas! Tens sorte que as velhotas te dão audiéncia e também que és engracadinha de cara de resto, s6 mesmo voz esganiçada.. porque contetido;1
Vulgar... plástico .... muita parra pouca uva.;1
Ao chamar camelo a este anormal, está  a maltratar o camelo...;0
A falta de ordem, a falta de disciplina,  a falta de respeito de valores básicos origina a sociedade mediocre que estamos a desenvolver.;0
É meter esse filho da puta na prisão e fazer chegar aos outros reclusos o que ele fez e a justiça será feita.;1
Filho da puta precisa de levar uma grande surra;1
Tem que chupar muita bem chupadinho...;1
Vira casacas vais para um sitio que te escurrassou Sejas muito feliz mas mim perdeste o valor todo.;1
Eu acredito muito no velho ditado. Diz-me com quem andas, dir-te-ei quem és Vivem cá muitos de um pais onde parecem animais com o cio, a cada 15 minutos uma mulher é estrupada. Será que isso não se pega?;0
Que frustração tem?;0
É fazerem lhe o mesmo a ver se ele gosta cobarde.;0
Tens o meu apoio todo mano, os outros andam a enganar o povo e este é que é revistado pela polica judiciária.;0
Entrou pela porta grande da @sicoficial como nunca aconteceu. E sai pela porta dos fundos como nunca aconteceu. Ok, na SIC deram-lhe um programa e na TVI vao- lhe dar uma televisdo. Nao estou a discutir o mérito, que ja sabemos que tem, mas acho deveria ter saido de outra maneira, que nado se parecesse com traigdo. Ou entao nem ter entrado sequer. Mas ai este cargo muito provavelmente nao tinha aparecido, porque ela era sé a co- apresentadora. Business as usual. Boa sorte a Cristina na TVI, porque mais nenhum outro canal a recebe agora. E literalmente a estacdo “dela”.;1
Que pessoas de lixo. Que revolta.Alguém que faça justiça, essas pessoas não merecem estar em liberdade.;1
Sempre com um discurso populista, sabes bem como ter popularidade. Quem te conhece sabe que ha muitas incongruéncias entre aquilo que realmente és e 0 teu discurso (populista) que empregas em tudo © que fazes na televisdo, nao tenho nada contra ti, mas nado gosto de pessoas com dualidades, com duas facetas.;1
Nem quero sequer tentar comentar o que este indivíduo faz .;0
Selvagens isto não é gente pescoço cortado e queimado para acabar com a raça.;1
Grande chulice, ainda vai para o Benfica como massagista e vai ganhar ainda muito mais de que na TVI.;1
Ela fulaninha é uma valente oportunista, devia ganhar vergonha na cara de uma vez, ridícula... E mesmo vulgar, sem nível nenhum;1
E pá disse exatamente a mesma coisa como é possível já nem sei bem o que diga;0
Ainda há quem queira ser amigo deste anormal? Eu tinha vergonha!;0
Sem comentários mesmo.....deve-se achar o máximo;0
Falta-te um marido menina. Uma moga cheio de dinheiro nem homem aranjas por favor. Não fazes sexo desde a criação do teu filhote. Forca nisso.;1
Ainda bem que tiveste o bom senso de partilhar este merdas ...;0
Muita gente sabe quem realmente és, uma macgonica que agora gai controlar ainda mais a Sic e Tvi. A Loja Branca de Lisboa vai pagar bem? ;1
Era partir este gajo ao meio.;1
Só de pensar que tenho uma filha meu Deus.;0
Era apanha-lo e por um ferro em brasa pelo cu acima até chegar à boca;1
Pois Cristina, a ganancia, sé isso, qual casa mae, qual qué, devemos respeitar os compromissos, honra-los , mas ficavamos a saber que nao é melhor que os outros, que sairam ha sucapa, e que na altura ficou muito zangada . o estado de graca, nao dura para sempre. Ja agora, seja solidaria, Dé a mao a quem abandonou tudo para a seguir , não gosto de si.;1
Mais um que gostava de conhecer.;0
Acabem com bairros sociais e deportam estas pessoas!;1
NILTON tenho pena e fico triste com estas situações do dia a dia! Fico ainda mais triste quando vejo que as pessoas canalizam o ódio de tal acto grotesco para lançarem mais odio e comentários grutescos  de seus corações para o mundo a vida não é mar de rosas mas somos nós que agitamos o oceano. Abraço;0
Um brinquedo rosa para dar com as botas... Parece mais uma prostituta e secalhar ou mesmo de certeza absoluta que é. Ya por a caso tem estilo de vaka;1
Ainda tou para perceber porque é que aqui não mostram logo o focinho dos gajos na televisão como em outros países..havia situações em que se poupava tempo e dinheiro aos tribunais..;0
A Cristina está a precisar urgente de um psiquiatra.;1
BD Calada tinha ficado melhor, agora até os homens quer rebaixar , para se vangloriar , até gostava dela quando parecia ser uma pessoa integra;1
Umas chapadas de alguém com o tamanho dele, ele ia gostar e sentir-se homem!;1
Precisa de bater numa mulher para se sentir macho, monte de estrume, um barrote pela boca era um doce, filho da puta!;1
Sempre ouvi dizer. Não podes com eles pela frente apanha-os de costas.Havia de ser comigo só dava a primeira e tinha que ser muito bem dada porque se não aseguir escalava-o ao meio.;1
Claramente dá para ver diferença na educação dos jovens de cima com os de baixo. Muito terrível sim o que aconteceu mas infelizmente depois em todo o lado e todas as feministas começam a generalizar e falar mal de todos os homens, mas isso não é nem perto da verdade, maior parte tem cabeça e sabe o que é correto ou não apenas ha uns que são retardados. É como dizer que todos os americanos são assassinos por andar com armas.;0
Trabalho comunitário, pago pelos portugueses de bem, porque estes animais não sabem viver em sociedade, e ainda por cima, como se não bastasse, a mamar RSI de dia e no gamanço e tráfico de noite. Esta hipocrisia, que esta sim é a verdadeira injustiça, ninguém quer ver. Os apoiantes do bloco de esterco deviam conviver em peso com esta escumalha para perceber algumas coisas destes coitadinhos. Depois ainda faltam em desigualdade de oportunidades: o meu pai e muitos da sua geração aos doze anos estavam a trabalhar. Foi esta a igualdade de oportunidades que eles tiveram.;1
É a chamada prostituta da televisão... vai para o que paga mais esquecendo valores e principios...não vale tudo por poder nem dinheiro...para mim é uma falsa sonsa onde a única coisa boa que tem é ser saloia.;1
É a liberdade do Quero e Posso Ser e Fazer tudo o que me apetece, com a impunidade demonstrada pelo nosso sistema judicial a dar força... e muito mais;0
Eu só queria estar 5 minutos numa sala fechada com esse camelo!;1
A sociedade está perdida e cada vez pior!;0
Paula GED Eticamente e um ser "pequenininho” nao vale nada. não é uma pessoa minimamente confiavel.;1
Se precisarem da morada e nome do amigo para combinar uma visita eu arranjo;0
Crueldade meu Deus,  ao que chegamos.;0
Infelizmente a sociedade está cada vez mais assim porque, simplesmente, cultiva-se uma cultura de impunidade!!!! Há filosofia a mais e desculpas para tudo e mais alguma coisa!!!  Depois querem o quê?!?!;0
Se a nossa justiça tivesse mão pesada para estes bandalhos, talvez isto não acontecesse com esta frequência.;0
Quero o meu Aleixo de volta!! Saudade do meu bairro ;0
Tens a mania que és boa, um dia 0 verniz estala... Histérica, volta para o buraco donde te tiraram... Cobra esganigada.;1
Agora percebo como é dificil arranjares um homem... Ai credo .. és tu Santanas !?;1
O nosso país deveria preocupar-se em definir políticas migratórias mais restritas, e até impedir a maioria da imigração para Portugal de alguns países, nomeadamente muçulmanos. ;0
É sempre para a Europa, e fico triste porque a Europa que conheci está a deixar de existir. Toda a gente tem defeitos, mas quanto a este ponto, o André Ventura e a Marine Le Pen têm toda a razão. Portugal deveria colocar os olhos na Hungria e na Polónia, começarmos a abrir a pestana ou será tarde demais.;0
Como mulher, só posso recomendar que após uma situação destas apresentem queixa, dirigam-se ao hospital e não se calem.;0
Há muita gente, que não gosta de ser responsabilizado pelos seus atos, e muitos destes, ocupam hoje lugares de decisão, por isso isto, está como está.;0
Verdade? ?! Onde estava a verdade com essa cara de sonssa e falsa com cara de umilde e virgem arrependida. ...chega a bosta da SIC com ar de coitadinha e daqui a 3 ou 4 dias ja anda tudo a falar mal dela nos corredores e ela armada em patroa.;1
Gostava de conhecer esse personagem pessoalmente;0
Sinceramente acho que não pode ser preso por não haver testemunhas.;0
Alguém que conheça a moça e a ajude! ;0
Quero acreditar que irá ser preso e por muito tempo, se Deus quiser!!;0
Que grande anormal;1
Traidora;1
Sem palavras. Medo deste mundo em que vivemos. Meu deus;0
Eu continuo a pensar o que leva uma jovem a viver com um animal destes;0
Sempre tesuda esta gatona;1
Outra pergunta: que raio de amigos tem ele que aceitam que ele envie este tipo de vídeos?;0
Tudo farca o que ela gosta mesmo é milhdes de euros ,o dinheiro esta € subir-Ihe a cabeca enquanto outros trabalham de sol € sol e mal recebem para sustentar é familia mas nós é que somos os culpados porque Ihes damos o protagonismo que ela precisa .;1
Coitada, ela não deve ter pai ou irmãos, de certeza;0
É rebentar lhe com a boca toda a esse camelo;1
Era apanhá-lo e por um ferro em brasa pelo cu acima até chegar à boca;1
Esta, se a deixarem, ha-de secar tudo 4 sua volta, tal é o ego dela.;1
A melhor tortura para estes casos seria pegar na mão do camelo e tirar uma fatia numa máquina de cortar fiambre... Todas as semanas repetir o processo quando começasse a cicatrizar... Tenho a certeza que não batia em mais ninguém... Peço desculpa pelos arrepios causados...;1
lamento sua falta ética falta  humildade e respeito por quem quem estendeu a mao a SIC, mas vende se por tao pouco dignidade de uma Pessoa pensava Cristina fosse diferente mas também se vende por cargo dinheiro como politicos sinceras desiludiu me muito fez com Claudio;1
As pessoas só veem odio e violencia e do nada reagem pela pior forma..;0
É só vaidade.;1
TRAFICANTE BOM É TRAFICANTE MORTO;1
Nojo! Que nojo de gente ;1
é um psicopata;1
Estes gajos são mesmo cromos e deveriam ser punidos severamente por isso, assim como os atrasados mentais que aparecem aqui a apoiar o Andre Ventura.;1
Estas inchada;1
E o pau duro no rabo;1
belas mamas querida cristina, mas era preferivel tirares uma foto toda nua, para deixares os homens de pau teso e grosso e ele esgalharem © pessegueiro a pensar em é isso que gostas de fazer, beijos!!!;1
Ainda come pelas próprias mãos esse porco sujo de uma grande puta;1
Até me ferve o sangue só de pensar nisto.;0
Linda sem maquiagem,?por amor de Deus! Fez uma foto sem maquiagem quando se levantou para a revista,e era parecida com uma bruxa.senAo fosse os kilos debase,e pintura,a peixeira so assustava!;1
Esta sujeita dá-me vontade de Vomitar!;1
Eu sei do que um camelo destes precisava, se a miúda fosse da minha família de uma coisa tenho certeza, ele não voltaria a fazer isto a mais ninguém, e mais não digo... ;1
Verdade. Uma estupidez…;0
Cristina Ferreira vai de novo para a TVI.... O caracter é a integridade de uma pessoa cada vez é menos valorizada. O dinheiro a cima de tudol!!! Sim é 0 que se vé na pessoa da Cristina. Foi para a SIC que a recebeu como uma rainha, ainda tem um ano e meio nesta nova entidade patronal e troca tudo. Foi tempo em que havia o respeito por aquas pessoas que nos abrem as portas e mais que 0 trabalho, que é pago e neste caso muito bem, mas a lealdade é 0 reconhecimento para com as pessoas. Como profissional é top mas ha sempre um mas é este tem a ver com a sua falta de caracter. Mas 0 universo se encarrega de a dedtrunar. Recordo o Herman José que na sua carreira de ascencado também teve um compirtamento semelhante e 0 universo acabou por lhe tirar o pedestal que pensava nao ser efémore. Para mim perdeu como pessoa e farei questao de nao ver mais os seu programas. Sou defensor das pessoas co caracter.;1
Isto nem se pode chamar de camelo é mesmo um filho da puta.;1
Vai ter a sua paga, mas a dobrar, covarde;1
